paper_id,title,score
115676,MoFo: Empowering Long-term Time Series Forecasting with Periodic Pattern Modeling,3.74
116490,Less but More: Linear Adaptive Graph Learning Empowering Spatiotemporal Forecasting,3.58
117184,Fast Projection-Free Approach (without Linear Minimization Oracle) for Optimization over General Compact Convex Set,3.0
118730,Generative Modeling of Full-Atom Protein Conformations using Latent Diffusion on Graph Embeddings,3.93
115880,Joint Modeling of fMRI and EEG Imaging Using Ordinary Differential Equation-Based Hypergraph Neural Networks,3.28
119439,Risk-Averse Total-Reward Reinforcement Learning,2.85
117673,Towards Reliable Code-as-Policies: A Neuro-Symbolic Framework for Embodied Task Planning,3.21
116864,UniTok: a Unified Tokenizer for Visual Generation and Understanding,4.5
119819,How Data Mixing Shapes In-Context Learning: Asymptotic Equivalence for Transformers with MLPs,2.23
118231,Vision Foundation Models as Effective Visual Tokenizers for Autoregressive Generation,4.5
119182,Decomposing stimulus-specific sensory neural information via diffusion models,4.27
115526,Temporal Smoothness-Aware Rate-Distortion Optimized 4D Gaussian Splatting,3.77
121515,BackdoorDM: A Comprehensive Benchmark for Backdoor Learning on Diffusion Model,4.27
115619,Neighborhood Self-Dissimilarity Attention for Medical Image Segmentation,2.99
118545,Delta Attention: Fast and Accurate Sparse Attention Inference by Delta Correction,3.71
117739,Tight Bounds on the Distortion of Randomized and Deterministic Distributed Voting,2.83
121471,SolidGeo: Measuring Multimodal Spatial Math Reasoning in Solid Geometry,4.69
117280,Causal Mixture Models: Characterization and Discovery,3.17
117939,Impact of Dataset Properties on Membership Inference Vulnerability of Deep Transfer Learning,2.51
118314,Communication-Efficient Diffusion Denoising Parallelization via Reuse-then-Predict Mechanism,2.73
119793,Value Gradient Guidance for Flow Matching Alignment,3.02
118053,Emergent Properties of Efficient Fine-Tuning in Text-to-Image Models,4.27
119200,Nabla-R2D3: Effective and Efficient 3D Diffusion Alignment with 2D Rewards,4.24
119925,WISA: World simulator assistant for physics-aware text-to-video generation,4.5
119126,COME: Adding Scene-Centric Forecasting Control to Occupancy World Model,4.5
118627,Distance-informed Neural Processes,2.73
116414,Bayesian Optimization with Preference Exploration using a Monotonic Neural Network Ensemble,2.73
116673,Real-Time Scene-Adaptive Tone Mapping for High-Dynamic Range Object Detection,4.27
117490,ReservoirTTA: Prolonged Test-time Adaptation for Evolving and Recurring Domains,4.4
121494,Alchemist: Turning Public Text-to-Image Data into Generative Gold,3.65
116586,Dynamical Properties of Tokens in Self-Attention and Effects of Positional Encoding,3.46
117748,GeGS-PCR: Fast and Robust Color 3D Point Cloud Registration with Two-Stage Geometric-3DGS Fusion,3.44
116696,Curvature Tuning: Provable Training-free Model Steering From a Single Parameter,3.44
115170,SceneDesigner: Controllable Multi-Object Image Generation with 9-DoF Pose Manipulation,3.33
119440,Improving Perturbation-based Explanations by Understanding the Role of Uncertainty Calibration,3.43
117800,Monitoring Risks in Test-Time Adaptation,3.39
116706,From Condensation to Rank Collapse: A Two-Stage Analysis of Transformer Training Dynamics,1.99
116838,VADTree: Explainable Training-Free Video Anomaly Detection via Hierarchical Granularity-Aware Tree,4.1
119022,Rewind-to-Delete: Certified Machine Unlearning for Nonconvex Functions,2.4
118462,Conformal Linguistic Calibration: Trading-off between Factuality and Specificity,2.99
118122,"Virus Infection Attack on LLMs: Your Poisoning Can Spread ""VIA"" Synthetic Data",4.27
117554,Partial Information Decomposition via Normalizing Flows in Latent Gaussian Distributions,4.04
117180,Toward Efficient Inference Attacks: Shadow Model Sharing via Mixture-of-Experts,3.43
116321,On the Stability and Generalization of Meta-Learning: the Impact of Inner-Levels,3.87
115751,ESCORT: Efficient Stein-variational and Sliced Consistency-Optimized Temporal Belief Representation for POMDPs,3.0
117889,Generative diffusion for perceptron problems: statistical physics analysis and efficient algorithms,1.52
117832,Capturing Individual Human Preferences with Reward Features,3.73
118944,Stitch and Tell: A Structured Data Augmentation Method for Spatial Understanding,3.61
116705,From Condensation to Rank Collapse: A Two-Stage Analysis of Transformer Training Dynamics,2.29
120356,Model-Guided Dual-Role Alignment for High-Fidelity Open-Domain Video-to-Audio Generation,4.5
118486,Treasure Hunt: Real-time Targeting of the Long Tail using Training-Time Markers,2.61
115538,Can Diffusion Models Disentangle? A Theoretical Perspective,2.72
119294,Assessing the quality of denoising diffusion models in Wasserstein distance: noisy score and optimal bounds,1.85
118278,Value-Guided Decision Transformer: A Unified Reinforcement Learning Framework for Online and Offline Settings,4.33
115071,Curriculum Design for Trajectory-Constrained Agents with Applications to Compressing LLM Output Tokens,3.27
115494,Towards Implicit Aggregation: Robust Image Representation for Place Recognition in the Transformer Era,4.27
116147,Walking the Schrödinger Bridge: A Direct Trajectory for Text-to-3D Generation,3.77
116704,Glance2Gaze: Efficient Vision-Language Models from Glance Fusion to Gaze Compression,4.4
119977,Effects of Dropout on Performance in Long-range Graph Learning Tasks,3.27
115771,Preconditioned Langevin Dynamics with Score-based Generative Models for Infinite-Dimensional Linear Bayesian Inverse Problems,2.78
115768,Understanding and Improving Adversarial Robustness of Neural Probabilistic Circuits,3.17
119569,CoT-lized Diffusion: Let's Reinforce T2I Generation Step-by-step,3.9
115903,Learning with Restricted Boltzmann Machines: Asymptotics of AMP and GD in High Dimensions,2.25
119656,CoreGuard: Safeguarding Foundational Capabilities of LLMs Against Model Stealing in Edge Deployment,3.46
115308,TITAN: A Trajectory-Informed Technique for Adaptive Parameter Freezing in Large-Scale VQE,4.7
120349,E-MoFlow: Learning Egomotion and Optical Flow from Event Data via Implicit Regularization,4.04
120105,Distort Time to Improve Video Temporal Reasoning,3.71
116542,When Lower-Order Terms Dominate: Adaptive Expert Algorithms for Heavy-Tailed Losses,2.55
121918,The Right to Red-Team: Adversarial AI Literacy as a Civic Imperative in K-12 Education,1.57
121666,WritingBench: A Comprehensive Benchmark for Generative Writing,4.12
121704,EyeBench: Predictive Modeling from Eye Movements in Reading,4.18
119293,Profile Inference with Graph Neural Networks,3.06
116894,DPA: A one-stop metric to measure bias amplification in classification datasets,2.67
118284,Do-PFN: In-context Learning for Causal Effect Estimation,3.46
116440,Simultaneous Modeling of Protein Conformation and Dynamics via Autoregression,4.5
117868,MGUP: A Momentum-Gradient Alignment Update Policy for Stochastic Optimization,2.4
115379,Self-Training with Dynamic Weighting for Robust Gradual Domain Adaptation,4.5
116272,The Quest for Universal Master Key Filters in DS-CNNs,3.43
116209,Learning Simple Interpolants for Linear Integer Arithmetic,1.96
115327,RoME: Domain-Robust Mixture-of-Experts for MILP Solution Prediction across Domains,3.14
116127,"What One Cannot, Two Can: Two-Layer Transformers Provably Represent Induction Heads on Any-Order Markov Chains",3.29
117309,QoQ-Med: Building Multimodal Clinical Foundation Models with Domain-Aware GRPO Training,3.43
117926,MOSDT: Self-Distillation-Based Decision Transformer for Multi-Agent Offline Safe Reinforcement Learning,3.77
117310,QoQ-Med: Building Multimodal Clinical Foundation Models with Domain-Aware GRPO Training,2.98
116365,AR-RAG: Autoregressive Retrieval Augmentation for Image Generation,4.04
118259,ReSearch: Learning to Reason with Search for LLMs via Reinforcement Learning,4.5
121837,FreshStack: Building Realistic Benchmarks for Evaluating Retrieval on Technical Documents,4.27
116207,Adaptive Frontier Exploration on Graphs with Applications to Network-Based Disease Testing,2.34
117055,CAT: Content-Adaptive Image Tokenization,4.5
121559,TaiwanVQA: Benchmarking and Enhancing Cultural Understanding in Vision-Language Models,4.5
115466,Thinking vs. Doing: Improving Agent Reasoning by  Scaling Test-Time Interaction,4.5
118320,T2I-R1: Reinforcing Image Generation with Collaborative Semantic-level and Token-level CoT,4.5
115172,Enhancing Infrared Vision: Progressive Prompt Fusion Network and Benchmark,3.27
115047,Depth-Supervised Fusion Network for Seamless-Free Image Stitching,2.29
118085,Mixture-of-Recursions: Learning Dynamic Recursive Depths for Efficient Language Modeling,3.46
116320,Image Stitching in Adverse Condition: A Bidirectional-Consistency Learning Framework and Benchmark,3.77
118263,Covariate-moderated Empirical Bayes Matrix Factorization,3.17
120159,Enhancing Temporal Understanding in Video-LLMs through Stacked Temporal Attention in Vision Encoders,4.5
115148,Logic-in-Frames: Dynamic Keyframe Search via Visual Semantic-Logical Verification for Long Video Understanding,4.5
120121,See&Trek: Training-Free Spatial Prompting for Multimodal Large Language Model,3.67
121819,mmWalk: Towards Multi-modal Multi-view Walking Assistance,3.66
116005,Is PRM Necessary? Problem-Solving RL Implicitly Induces PRM Capability in LLMs,4.5
117192,BLEUBERI: BLEU is a surprisingly effective reward for instruction following,3.46
116453,Large Language Models Think Too Fast To Explore Effectively,2.89
120189,FlexOLMo: Open Language Models for Flexible Data Use,4.39
119777,Vad-R1: Towards Video Anomaly Reasoning via Perception-to-Cognition Chain-of-Thought,4.02
116944,Optimize Any Topology: A Foundation Model for Shape- and Resolution-Free Topology Optimization,3.88
117949,EfficientVLA: Training-Free Acceleration and Compression for Vision-Language-Action Models,4.5
115030,Co-PatcheR: Collaborative Software Patching with Component-specific Small Reasoning Models,3.93
119765,Can NeRFs See without Cameras?,2.69
121978,Stochastic-Constrained Stochastic Optimization with Markovian Data,2.4
117980,"AI Research Agents for Machine Learning: Search, Exploration, and Generalization in MLE-bench",3.46
116381,Learning Across the Gap: Hybrid Multi-armed Bandits with Heterogeneous Offline and Online Data,4.27
115464,OSCAR: One-Step Diffusion Codec Across Multiple Bit-rates,3.46
119714,Better Training Data Attribution via Better Inverse Hessian-Vector Products,2.74
121583,NS-Gym: A Comprehensive and Open-Source Simulation Framework for Non-Stationary Markov Decision Processes,3.44
116492,Contribution of task-irrelevant stimuli to drift of neural representations,2.89
116053,CoT Red-Handed: Stress Testing Chain-of-Thought Monitoring,2.55
117750,Defining and Discovering Hyper-meta-paths for Heterogeneous Hypergraphs,3.64
115479,Benign Overfitting in Single-Head Attention,2.34
120207,Learning conformational ensembles of proteins based on backbone geometry,4.33
120014,ProDyG: Progressive Dynamic Scene Reconstruction via Gaussian Splatting from Monocular Videos,2.99
117693,OCTDiff: Bridged Diffusion Model for Portable OCT Super-Resolution and Enhancement,3.44
120045,Variance-Aware Likelihood Bounds for Diffusion Models with Arbitrary Noise,2.73
116432,Accelerating Parallel Diffusion Model Serving with Residual Compression,4.17
117225,Bidirectional Motion Transformer for Safety-Critical Traffic Scenario Generation,3.61
115383,Posterior Contraction for Sparse Neural Networks in Besov Spaces with Intrinsic Dimensionality,2.73
117430,The Promise of RL for Autoregressive Image Editing,3.24
121459,EDBench: Large-Scale Electron Density Data for Molecular Modeling,4.5
119142,Global Minimizers of $\ell^p$-Regularized Objectives Yield the Sparsest Neural Networks,3.0
118274,Learning Stochastic Multiscale Models,1.96
121731,MIR-Bench: Can Your LLM Recognize Complicated Patterns via Many-Shot In-Context Reasoning?,3.66
116986,Convergence of the Gradient Flow for Shallow ReLU Networks on Weakly Interacting Data,2.11
117513,JarvisArt: Liberating Human Artistic Creativity via an Intelligent Photo Retouching Agent,4.33
119122,Human3R: Synergizing Generalizable Human Reconstruction and Semantic 3D Segmentation,4.27
121858,Programming in Conversation: Introducing CodeAssistBench (CAB) for Chat-Based Code Assistance,4.27
121555,IR3D-Bench: Evaluating Vision-Language Model Scene Understanding as Agentic Inverse Rendering,4.12
115625,Mitra: Mixed Synthetic Priors for Enhancing Tabular Foundation Models,4.5
115549,\(\varepsilon\)-Optimally Solving Two-Player Zero-Sum POSGs,3.77
115723,INC: An Indirect Neural Corrector for Auto-Regressive Hybrid PDE Solvers,3.71
118250,Pan-LUT: Efficient Pan-sharpening via Learnable Look-Up Tables,4.5
118251,Pan-LUT: Efficient Pan-sharpening via Learnable Look-Up Tables,3.9
116537,Abstract Counterfactuals for Language Model Agents,3.22
117058,DeepASA: An Object-Oriented One-for-All Network for Auditory Scene Analysis,3.77
121818,Introducing FOReCAst: The Future Outcome Reasoning and Confidence Assessment Benchmark,2.45
117538,AReaL: Asynchronous Reinforcement Learning for Efficient and Scalable Language Reasoning,3.9
119974,Loquetier: A Virtualized Multi-LoRA Framework for Unified LLM Fine-tuning and Serving,3.28
118641,Fixed-Point RNNs: Interpolating from Diagonal to Dense,2.95
119939,Cost-Aware Contrastive Routing for LLMs,4.1
119305,ZEBRA: Towards Zero-Shot Cross-Subject Generalization for Universal Brain Visual Decoding,3.17
115612,Online Bilateral Trade With Minimal Feedback: Don’t Waste Seller’s Time,2.29
121739,When No Paths Lead to Rome: Benchmarking Systematic Neural Relational Reasoning,3.87
117342,FLAME: Fast Long-context Adaptive Memory for Event-based Vision,3.77
117481,Ambient Proteins - Training Diffusion Models on Noisy Structures,3.9
120115,Safety Devolution in AI Agents,2.78
117668,Twilight: Adaptive Attention Sparsity with Hierarchical Top-$p$  Pruning,3.9
120201,This Time is Different: An Observability Perspective on Time Series Foundation Models,4.5
119536,When Models Know More Than They Can Explain: Quantifying Knowledge Transfer in Human-AI Collaboration,3.77
117688,Blackbox Model Provenance via Palimpsestic Membership Inference,3.0
121500,DanmakuTPPBench: A Multi-modal Benchmark for Temporal Point Process Modeling and Understanding,4.5
119352,A Data-Driven Prism: Multi-View Source Separation with Diffusion Model Priors,2.33
118216,SD-VLM: Spatial Measuring and Understanding with Depth-Encoded Vision-Language Models,4.5
121940,Position: Towards Bidirectional Human-AI Alignment,3.46
115458,InstructRestore: Region-Customized Image Restoration with Human Instructions,4.04
119610,Reward-Aware Proto-Representations in Reinforcement Learning,2.23
117234,One-Step Diffusion for Detail-Rich and Temporally Consistent Video Super-Resolution,4.16
116535,AdaTS: Learning Adaptive Time Series Representations via Dynamic Soft Contrasts,4.5
119547,Agnostic Continuous-Time Online Learning,2.99
117633,scPilot: Large Language Model Reasoning Toward Automated Single-Cell Analysis and Discovery,3.67
117829,Tackling Biased Evaluators in Dueling Bandits,3.0
115935,Learning to Route: Per-Sample Adaptive Routing for Multimodal Multitask Prediction,4.1
121977,Interpretable Global Minima of Deep ReLU Neural Networks on Sequentially Separable Data,1.24
116148,Variational Learning Finds Flatter Solutions at the Edge of Stability,2.85
119816,Multi-Kernel Correlation-Attention Vision Transformer for Enhanced Contextual Understanding and Multi-Scale Integration,3.87
119842,PocketSR: The Super-Resolution Expert in Your Pocket Mobiles,3.9
116475,The emergence of sparse attention: impact of data distribution and benefits of repetition,2.8
117530,CDFlow: Building Invertible Layers with Circulant and Diagonal Matrices,2.84
116063,BrainEC-LLM: Brain Effective Connectivity Estimation by Multiscale Mixing LLM,3.11
115960,Are Large Language Models Sensitive to the Motives Behind Communication?,2.56
121828,SWE-smith: Scaling Data for Software Engineering Agents,4.5
116733,VORTA: Efficient Video Diffusion via Routing Sparse Attention,3.8
119212,Assignments for Congestion-Averse Agents: Seeking Competitive and Envy-Free Solutions,2.55
121717,From Play to Replay: Composed Video Retrieval for Sports Highlights,3.77
117081,Quantifying Task-relevant Similarities in Representations Using Decision Variable Correlations,3.39
117536,CTRL-ALT-DECEIT Sabotage Evaluations for Automated AI R&D,3.44
120307,Deep Legendre Transform,3.17
116434,DisMo: Disentangled Motion Representations for Open-World Motion Transfer,4.04
115667,Scalable inference of functional neural connectivity at submillisecond timescales,2.77
118086,ProDAG: Projected Variational Inference for Directed Acyclic Graphs,3.43
118950,AmorLIP: Efficient Language-Image Pretraining via Amortization,4.5
117030,Affine-Invariant Global Non-Asymptotic Convergence Analysis of BFGS under Self-Concordance,1.52
119188,Machine Unlearning under Overparameterization,2.99
118293,Token Perturbation Guidance for Diffusion Models,3.22
118215,Implicit Generative Property Enhancer,4.5
121786,"Collaborating Vision, Depth, and Thermal Signals for Multi-Modal Tracking: Dataset and Algorithm",4.1
121564,SciArena: An Open Evaluation Platform for Foundation Models in Scientific Literature Tasks,3.73
117072,Improving the Straight-Through Estimator with Zeroth-Order Information,1.96
115008,Know Thyself by Knowing Others: Learning Neuron Identity from Population Context,4.12
117809,No-Regret Learning Under Adversarial Resource Constraints: A Spending Plan Is All You Need!,2.99
120267,Reinforcement Learning with Backtracking Feedback,4.1
119723,Functional Matching of Logic Subgraphs: Beyond Structural Isomorphism,3.77
118354,Markov Persuasion Processes: Learning to Persuade From Scratch,2.29
117814,Aligning Text to Image in Diffusion Models is Easier Than You Think,3.27
116082,Instance-Dependent Regret Bounds for Nonstochastic Linear Partial Monitoring,2.25
119745,InvFussion: Bridging Supervised and Zero-shot Diffusion for Inverse Problems,4.04
120164,Spectral Estimation with Free Decompression,3.93
119970,ReDi: Rectified Discrete Flow,2.99
119039,Future-Aware End-to-End Driving: Bidirectional Modeling of Trajectory Planning and Scene Evolution,4.24
115884,Accelerated Vertical Federated Adversarial Learning through Decoupling Layer-Wise Dependencies,3.43
119863,One Stone with Two Birds: A Null-Text-Null Frequency-Aware Diffusion Models for Text-Guided Image Inpainting,2.89
120298,VimoRAG: Video-based Retrieval-augmented 3D Motion Generation for Motion Language Models,3.9
121740,VideoGameQA-Bench: Evaluating Vision-Language Models for Video Game Quality Assurance,2.73
114995,DisCO: Reinforcing Large Reasoning Models with Discriminative Constrained Optimization,3.71
118381,FreqPolicy: Efficient Flow-based Visuomotor Policy via Frequency Consistency,4.5
117024,SEEA-R1: Tree-Structured Reinforcement Fine-Tuning for Self-Evolving Embodied Agents,4.5
119744,Deep Continuous-Time State Space Models for Marked Event Sequences,4.27
119828,PreBoot-SI: Enhancing Structural Inference with Automatically Learned Structural Priors,3.06
119247,Styl3R: Instant 3D Stylization Reconstruction from Arbitrary Scenes and Styles,3.77
116310,Weak-shot Pose Estimation via Keyness and Correspondence Transfer,3.61
121931,Comparison requires valid measurement: Rethinking attack success rate comparisons in AI red teaming,2.34
117308,Validating LLM-as-a-Judge Systems under Rating Task Indeterminacy,3.71
117977,MALinZero: Efficient Low-Dimensional Search for Mastering Complex Multi-Agent Planning,4.04
119882,In-Context Fully Decentralized Cooperative Multi-Agent Reinforcement Learning,2.56
119660,Solver-Informed RL: Grounding Large Language Models for Authentic Optimization Modeling,4.37
121925,Machine Unlearning Doesn't Do What You Think:  Lessons for Generative AI Policy and Research,3.46
121835,PSMBench: A Benchmark and Dataset for Evaluating LLMs Extraction of Protocol State Machines from RFC Specifications,3.77
118795,Distribution-Aligned Decoding for Efficient LLM Task Adaptation,3.9
118765,Quantifying Distributional Invariance in Causal Subgraph for IRM-Free Graph Generalization,4.4
118002,WeatherPrompt: Multi-modality Representation Learning for All-Weather Drone Visual Geo-Localization,3.77
120066,UniPixel: Unified Object Referring and Segmentation for Pixel-Level Visual Reasoning,4.5
117613,"NestedFP: High-Performance, Memory-Efficient Dual-Precision Floating Point Support for LLMs",2.89
115408,OWMM-Agent: Open World Mobile Manipulation With Multi-modal Agentic Data Synthesis,4.5
116905,Efficient Allocation of Working Memory Resource for Utility Maximization in Humans and RNNs,2.12
119586,Pool Me Wisely: On the Effect of Pooling in Transformer-Based Models,4.39
121817,WolBanking77: Wolof Banking Speech Intent Classification Dataset,4.12
117517,Can DPO Learn Diverse Human Values? A Theoretical Scaling Law,2.73
119800,Impact of Layer Norm on Memorization and Learning in Transformers,2.73
116443,Towards Interpretability Without Sacrifice: Faithful Dense Layer Decomposition with Mixture of Decoders,3.67
115094,Visual Instruction Bottleneck Tuning,2.99
121484,CLEAR: Command Level Annotated Dataset for Ransomware Detection,3.77
120325,Embodied Cognition Augmented End2End Autonomous Driving,4.04
116750,ProtoPairNet: Interpretable Regression through Prototypical Pair Reasoning,3.22
117626,CellCLIP - Learning Perturbation Effects in Cell Painting via Text-Guided Contrastive Learning,3.77
117333,Causal Differentiating Concepts:  Interpreting LM Behavior via Causal Representation Learning,3.5
118229,Uncertainty-Informed Meta Pseudo Labeling for Surrogate Modeling with Limited Labeled Data,3.77
117933,Automatic Visual Instrumental Variable Learning for Confounding-Resistant Domain Generalization,3.61
120043,RtRank: Stratified Response Time Ranking for Data-Efficient Reward Modeling,3.66
118174,StarTrail: Concentric Ring Parallelism for Efficient Near-Infinite-Context Transformer Model Training,3.8
118316,Overcoming Challenges of Long-Horizon Prediction in Driving World Models,2.92
118747,Unveiling the Compositional Ability Gap in Vision-Language Reasoning Model,2.12
119494,Can Class-Priors Help Single-Positive Multi-Label Learning?,3.44
115962,Kinaema: a recurrent sequence model for memory and pose in motion,1.96
117865,Novel Class Discovery for Point Cloud Segmentation via Joint Learning of Causal Representation and Reasoning,4.04
120260,CALM: Culturally Self-Aware Language Models,4.04
115583,Efficient LLM Adaptation Using a Single Gradient Step on 100 Samples,2.83
120178,Backward Conformal Prediction,2.99
116101,Adaptive Latent-Space Constraints in Personalized FL,3.17
121597,Massive Sound Embedding Benchmark (MSEB),3.61
121804,R&D-Agent-Quant: A Multi-Agent Framework for Data-centric Factors and Model Joint Optimization,4.5
115893,Let a Neural Network be Your Invariant,4.04
117251,Wasserstein Transfer Learning,4.24
117465,"FreeControl: Efficient, Training-Free Structural Control via One-Step Attention Extraction",3.46
118675,Contimask: Explaining Irregular Time Series via Perturbations in Continuous Time,3.27
120357,ALTER: All-in-One Layer Pruning and Temporal Expert Routing for Efficient Diffusion Generation,2.73
116234,"Caption This, Reason That: VLMs Caught in the Middle",3.44
117235,Spend Wisely: Maximizing Post-Training Gains in Iterative Synthetic Data Bootstrapping,2.92
117161,Turning the Tables: Enabling Backward Transfer via Causal-Aware LoRA in Continual Learning,4.27
117752,Gradient-Weight Alignment as a Train-Time Proxy for Generalization in Classification Tasks,2.73
116138,Bridging Time and Linguistics: LLMs as Time Series Analyzer through Symbolization and Segmentation,3.94
121784,Linguini: A benchmark for language-agnostic linguistic reasoning,3.18
115280,Strong Membership Inference Attacks on Massive Datasets and (Moderately) Large Language Models,3.9
115592,Interpreting Arithmetic Reasoning in Large Language Models using Game-Theoretic Interactions,2.71
116285,Timely Clinical Diagnosis through Active Test Selection,2.84
117851,Quantile Reward Policy Optimization: Alignment with Pointwise Regression and Exact Partition Functions,3.21
115753,"Unifying Re-Identification, Attribute Inference, and Data Reconstruction Risks in Differential Privacy",3.02
115827,Inference-Time Scaling for Flow Models via Stochastic Generation and Rollover Budget Forcing,1.96
115328,Moment- and Power-Spectrum-Based Gaussianity Regularization for Text-to-Image Models,2.84
119009,Contextual Thompson Sampling via Generation of Missing Data,3.61
115301,Learning Task-Agnostic Representations through Multi-Teacher Distillation,4.5
116669,SpatialReasoner: Towards Explicit and Generalizable 3D Spatial Reasoning,4.5
121763,OverLayBench: A Benchmark for Layout-to-Image Generation with Dense Overlaps,3.77
118516,AugGen: Synthetic Augmentation Can Improve Discriminative Models,3.77
120007,Finite Sample Analysis of Linear Temporal Difference Learning with Arbitrary Features,2.01
117401,MixSignGraph: A Sign Sequence is Worth Mixed Graphs of Nodes,3.77
117075,MANGO: Multimodal Attention-based Normalizing Flow Approach to Fusion Learning,4.04
121416,The Impact of Coreset Selection on Spurious Correlations and Group Robustness,3.0
115334,FastDINOv2: Frequency Based Curriculum Learning Improves Robustness and Training Speed,3.77
115292,HiMoLE: Towards OOD-Robust LoRA via Hierarchical Mixture of Experts,4.33
116764,Do Automatic Factuality Metrics Measure Factuality? A Critical Evaluation,3.0
118239,Single-Teacher View Augmentation: Boosting Knowledge Distillation via Angular Diversity,4.04
119580,RetrievalAttention: Accelerating Long-Context LLM Inference via Vector Retrieval,2.58
121544,Results of the Big ANN: NeurIPS’23 competition,3.9
115718,Learning to Learn with Contrastive Meta-Objective,2.79
117286,Transformers Provably Learn Chain-of-Thought Reasoning with Length Generalization,2.34
119030,Neural Mutual Information Estimation with Vector Copulas,3.39
115988,Exploring and Exploiting Model Uncertainty in Bayesian Optimization,2.84
116679,SRPO: Enhancing Multimodal LLM Reasoning via Reflection-Aware Reinforcement Learning,4.5
120085,Enhancing Text-to-Image Diffusion Transformer via Split-Text Conditioning,4.5
120036,AdaDetectGPT: Adaptive Detection of LLM-Generated Text with Statistical Guarantees,4.33
116364,Multi-Environment POMDPs: Discrete Model Uncertainty Under Partial Observability,2.55
117141,Capturing Polysemanticity with PRISM: A Multi-Concept Feature Description Framework,4.5
115506,VisualQuality-R1: Reasoning-Induced Image Quality Assessment via Reinforcement Learning to Rank,4.5
116384,Not All Data are Good Labels: On the Self-supervised Labeling for Time Series Forecasting,4.33
115930,Differential Privacy on Fully Dynamic Streams,2.23
119451,Sum Estimation under Personalized Local Differential Privacy,3.02
121920,Don’t call it privacy-preserving or human-centric pose estimation if you don’t measure privacy,2.56
117090,ComfyMind: Toward General-Purpose Generation via Tree-Based Planning and Reactive Feedback,4.12
115816,DynaRend: Learning 3D Dynamics via Masked Future Rendering for Robotic Manipulation,2.73
118601,Learning Efficient Fuse-and-Refine for Feed-Forward 3D Gaussian Splatting,3.77
115056,Decoupling Harmfulness from Refusal in LLMs,2.61
118228,SAMPO: Scale-wise Autoregression with Motion Prompt for Generative World Models,3.71
117191,Power Lines: Scaling laws for weight decay and batch size in LLM pre-training,2.29
116562,Predicting Functional Brain Connectivity with a Context-Aware Spatiomolecular Transformer,4.04
119205,Cooperative Bargaining Games Without Utilities: Mediated Solutions from Direction Oracles,2.29
119023,CogVLA: Cognition-Aligned Vision-Language-Action Models via Instruction-Driven Routing & Sparsification,4.47
117149,Go With the Flow: Fast Diffusion for Gaussian Mixture Models,3.66
119902,Incentivizing Truthful Language Models via Peer Elicitation Games,3.43
117909,GyroSwin: 5D Surrogates for Gyrokinetics Plasma Turbulence Simulations,3.29
118559,Reverse Diffusion Sequential Monte Carlo Samplers,3.87
117812,Private Statistical Estimation via Truncation,2.84
115266,No Object Is an Island: Enhancing 3D Semantic Segmentation Generalization with Diffusion Models,4.04
119499,Tensor Decomposition Networks for Accelerating Machine Learning Force Field Computations,3.46
115888,Multi-head Transformers Provably Learn Symbolic Multi-step Reasoning via Gradient Descent,3.06
115652,Block Coordinate Descent for Neural Networks Provably Finds Global Minima,2.4
117057,Retrieval is Not Enough: Enhancing RAG through Test-Time Critique and Optimization,4.6
119975,DP²O-SR: Direct Perceptual Preference Optimization for Real-World Image Super-Resolution,3.94
115685,A Snapshot of Influence: A Local Data Attribution Framework for Online Reinforcement Learning,4.5
115235,Sample-Efficient Tabular Self-Play for Offline Robust Reinforcement Learning,3.9
120283,A Principled Approach to Randomized Selection under Uncertainty,3.17
115686,A Snapshot of Influence: A Local Data Attribution Framework for Online Reinforcement Learning,3.9
116130,Hamiltonian Descent Algorithms for Optimization: Accelerated Rates via Randomized Integration Time,1.52
119886,TreeSplat: Mergeable Tree for Deformable Gaussian Splatting,3.25
120048,Improved Regret and Contextual Linear Extension for Pandora's Box and Prophet Inequality,3.06
118013,CausalPFN: Amortized Causal Effect Estimation via In-Context Learning,3.46
115366,Document Summarization with Conformal Importance Guarantees,4.33
117510,SAFE: Scalable Failure Estimation for Vision-Language-Action Models,3.77
115978,ALMGuard: Safety Shortcuts and Where to Find Them as Guardrails for Audio–Language Models,4.5
116720,OpenVLThinker: Complex Vision-Language Reasoning via Iterative SFT-RL Cycles,3.44
119308,Mitigating Intra- and Inter-modal Forgetting in Continual Learning of Unified Multimodal Models,3.61
117118,A geometric framework for momentum-based optimizers for low-rank training,2.99
118337,Acceleration via silver step-size on Riemannian manifolds with applications to Wasserstein space,2.78
120001,Creativity or Brute Force? Using Brainteasers as a Window into the Problem-Solving Abilities of Large Language Models,4.17
115567,Scalable and adaptive prediction bands with kernel sum-of-squares,3.71
117316,Large Language Bayes,1.52
119276,Natural Gradient VI in Non-Conjugate Models,1.96
121554,Care-PD: A Multi-Site Anonymized Clinical Dataset for Parkinson’s Disease Gait Assessment,4.5
121584,In the Eye of MLLM: Benchmarking Egocentric Video Intent Understanding with Gaze-Guided Prompting,3.22
120145,DOTA: Distributional Test-time Adaptation of Vision-Language Models,3.46
116496,Theoretical Analysis of KL-regularized RLHF with Multiple Reference Models,3.66
116970,Enhanced Cyclic Coordinate Descent Methods for Elastic Net Penalized Linear Models,4.04
115255,MDNS: Masked Diffusion Neural Sampler via Stochastic Optimal Control,3.43
